File,Vehicles Used,Total Distance,Routes
r104.txt,18,2441.4410027099916,"Route 1 : 0 1 2 99 84 5 13 21 40 0
Route 2 : 0 92 9 65 33 20 0
Route 3 : 0 11 8 64 19 48 0
Route 4 : 0 15 87 74 43 0
Route 5 : 0 23 67 55 4 25 54 0
Route 6 : 0 38 14 17 45 46 0
Route 7 : 0 44 34 10 0
Route 8 : 0 62 53 66 32 0
Route 9 : 0 69 76 79 86 16 59 0
Route 10 : 0 36 49 63 90 35 24 0
Route 11 : 0 39 56 75 22 41 42 57 7 0
Route 12 : 0 71 29 30 51 78 3 12 0
Route 13 : 0 47 72 82 6 95 0
Route 14 : 0 77 26 0
Route 15 : 0 81 18 31 37 60 61 0
Route 16 : 0 70 91 83 85 88 52 89 0
Route 17 : 0 93 97 98 73 96 58 0
Route 18 : 0 94 27 28 50 68 80 0"
r105.txt,20,2210.4268029493633,"Route 1 : 0 1 89 58 0
Route 2 : 0 2 23 67 55 74 93 0
Route 3 : 0 5 14 15 6 26 0
Route 4 : 0 28 27 12 76 79 20 32 70 0
Route 5 : 0 33 65 71 78 3 54 25 0
Route 6 : 0 39 29 53 50 0
Route 7 : 0 63 31 30 9 34 24 77 0
Route 8 : 0 72 95 98 16 86 43 91 0
Route 9 : 0 36 47 64 49 48 0
Route 10 : 0 42 92 21 73 22 56 4 0
Route 11 : 0 45 83 52 88 68 0
Route 12 : 0 59 75 85 0
Route 13 : 0 69 62 11 90 10 17 0
Route 14 : 0 82 38 96 97 60 0
Route 15 : 0 44 18 84 37 13 0
Route 16 : 0 19 7 8 46 0
Route 17 : 0 61 40 0
Route 18 : 0 99 87 94 0
Route 19 : 0 51 81 66 35 80 0
Route 20 : 0 41 57 0"
r106.txt,18,2312.8450868884743,"Route 1 : 0 1 33 65 71 9 66 48 0
Route 2 : 0 14 42 15 40 55 24 25 0
Route 3 : 0 39 23 67 22 68 31 0
Route 4 : 0 45 36 64 49 32 82 0
Route 5 : 0 92 27 69 88 54 74 72 21 0
Route 6 : 0 63 47 18 84 97 60 85 0
Route 7 : 0 28 11 19 10 20 83 0
Route 8 : 0 62 30 90 35 7 0
Route 9 : 0 29 76 51 98 5 59 0
Route 10 : 0 38 6 34 3 0
Route 11 : 0 44 16 61 86 43 13 2 0
Route 12 : 0 99 8 46 17 37 91 0
Route 13 : 0 73 79 70 77 0
Route 14 : 0 78 81 89 12 0
Route 15 : 0 53 87 56 4 80 0
Route 16 : 0 41 57 75 50 0
Route 17 : 0 52 26 58 94 0
Route 18 : 0 93 96 95 0"
r107.txt,19,2449.373875478437,"Route 1 : 0 1 27 11 8 86 48 0
Route 2 : 0 39 15 22 41 55 25 24 0
Route 3 : 0 42 44 38 84 43 14 95 0
Route 4 : 0 45 36 64 49 17 5 60 0
Route 5 : 0 33 65 9 78 66 7 0
Route 6 : 0 62 30 79 35 82 0
Route 7 : 0 69 76 40 10 19 47 0
Route 8 : 0 92 23 67 56 4 13 37 0
Route 9 : 0 88 99 6 68 29 12 0
Route 10 : 0 87 53 74 16 0
Route 11 : 0 46 61 83 85 91 57 75 0
Route 12 : 0 93 2 0
Route 13 : 0 20 32 34 63 3 0
Route 14 : 0 71 97 98 18 31 70 0
Route 15 : 0 51 81 90 54 72 21 26 0
Route 16 : 0 50 59 58 94 0
Route 17 : 0 73 77 52 0
Route 18 : 0 96 80 28 0
Route 19 : 0 89 0"
r108.txt,18,2602.875107129685,"Route 1 : 0 1 2 15 87 55 4 56 0
Route 2 : 0 92 11 8 34 3 0
Route 3 : 0 23 67 65 0
Route 4 : 0 44 38 84 5 17 7 27 0
Route 5 : 0 62 53 35 32 0
Route 6 : 0 69 76 79 9 25 24 0
Route 7 : 0 99 49 64 19 52 0
Route 8 : 0 74 13 6 58 0
Route 9 : 0 36 41 43 14 16 0
Route 10 : 0 47 63 66 71 10 20 0
Route 11 : 0 30 51 70 90 31 45 46 18 0
Route 12 : 0 29 39 33 50 48 0
Route 13 : 0 86 61 77 81 0
Route 14 : 0 78 82 83 88 22 0
Route 15 : 0 75 72 91 21 37 42 59 0
Route 16 : 0 57 60 73 85 12 26 0
Route 17 : 0 40 54 68 80 93 98 28 89 0
Route 18 : 0 97 94 95 96 0"
r109.txt,19,2245.3666062683087,"Route 1 : 0 1 50 13 89 0
Route 2 : 0 2 3 81 55 4 58 0
Route 3 : 0 5 6 14 97 77 80 0
Route 4 : 0 11 31 62 19 0
Route 5 : 0 15 21 23 22 41 56 74 0
Route 6 : 0 27 28 29 12 76 78 34 68 24 0
Route 7 : 0 42 44 39 0
Route 8 : 0 52 64 63 90 10 20 32 70 0
Route 9 : 0 69 82 38 43 37 91 93 0
Route 10 : 0 33 65 30 51 54 25 0
Route 11 : 0 67 72 73 57 0
Route 12 : 0 92 95 45 36 49 46 17 60 0
Route 13 : 0 98 71 9 66 35 0
Route 14 : 0 47 83 88 7 0
Route 15 : 0 75 16 84 0
Route 16 : 0 18 40 53 0
Route 17 : 0 59 61 87 8 96 48 0
Route 18 : 0 99 79 26 0
Route 19 : 0 85 86 94 0"
r110.txt,20,2507.8671445908926,"Route 1 : 0 1 54 24 0
Route 2 : 0 2 3 34 65 0
Route 3 : 0 5 7 52 18 88 10 62 58 0
Route 4 : 0 12 16 59 44 37 17 0
Route 5 : 0 21 28 51 30 69 32 70 0
Route 6 : 0 29 31 47 8 74 0
Route 7 : 0 61 19 49 11 48 89 0
Route 8 : 0 71 63 90 9 35 0
Route 9 : 0 75 73 72 87 14 43 42 91 0
Route 10 : 0 82 83 95 98 40 6 92 93 13 0
Route 11 : 0 81 76 79 50 33 68 0
Route 12 : 0 85 67 25 39 0
Route 13 : 0 86 94 15 4 0
Route 14 : 0 22 23 38 45 0
Route 15 : 0 57 46 36 60 0
Route 16 : 0 84 99 53 41 55 0
Route 17 : 0 20 64 0
Route 18 : 0 97 26 56 0
Route 19 : 0 96 27 77 80 0
Route 20 : 0 78 66 0"
r111.txt,17,2218.151917391581,"Route 1 : 0 1 2 15 22 41 56 74 37 0
Route 2 : 0 92 9 28 32 31 0
Route 3 : 0 11 62 36 49 7 5 0
Route 4 : 0 23 39 67 73 57 13 59 0
Route 5 : 0 27 33 69 76 29 55 4 24 0
Route 6 : 0 44 38 84 16 85 14 98 0
Route 7 : 0 42 45 53 6 68 12 26 0
Route 8 : 0 65 30 71 51 35 50 0
Route 9 : 0 99 8 18 63 89 0
Route 10 : 0 40 79 78 81 34 3 77 0
Route 11 : 0 64 88 19 10 90 20 70 0
Route 12 : 0 87 61 86 17 91 93 0
Route 13 : 0 66 47 46 0
Route 14 : 0 25 21 58 0
Route 15 : 0 94 43 97 48 52 0
Route 16 : 0 60 82 83 54 72 0
Route 17 : 0 75 95 96 80 0"
r112.txt,18,2496.3063886109117,"Route 1 : 0 1 2 15 42 59 13 0
Route 2 : 0 7 8 9 29 25 0
Route 3 : 0 11 12 16 45 17 0
Route 4 : 0 61 18 19 30 51 33 50 89 0
Route 5 : 0 38 67 22 39 4 0
Route 6 : 0 76 21 40 73 28 53 48 0
Route 7 : 0 31 49 52 27 3 24 0
Route 8 : 0 44 75 85 6 5 37 0
Route 9 : 0 87 95 23 41 14 0
Route 10 : 0 69 82 88 71 79 78 34 77 0
Route 11 : 0 83 84 86 92 94 10 70 0
Route 12 : 0 81 65 62 63 32 0
Route 13 : 0 64 90 35 66 20 0
Route 14 : 0 98 99 36 47 57 43 0
Route 15 : 0 46 72 97 74 0
Route 16 : 0 26 55 56 54 68 0
Route 17 : 0 80 91 96 58 0
Route 18 : 0 60 93 0"
r201.txt,9,2857.584729658252,"Route 1 : 0 1 32 35 24 25 89 58 70 0
Route 2 : 0 2 3 10 46 66 68 74 4 13 17 48 77 80 0
Route 3 : 0 63 65 5 6 99 86 41 34 20 26 37 60 91 93 0
Route 4 : 0 33 42 7 16 38 87 85 84 49 50 97 43 54 55 0
Route 5 : 0 11 47 12 21 61 18 40 79 9 56 96 0
Route 6 : 0 14 36 39 27 28 15 23 75 67 51 81 78 57 0
Route 7 : 0 45 59 92 72 83 95 29 52 64 19 88 90 8 53 0
Route 8 : 0 31 82 62 69 98 44 76 73 22 94 0
Route 9 : 0 30 71 0"
r202.txt,7,3055.811661226682,"Route 1 : 0 1 2 3 4 5 74 13 17 7 12 21 26 0
Route 2 : 0 6 86 41 57 10 20 43 32 35 24 34 48 31 52 0
Route 3 : 0 11 15 16 44 38 18 40 8 84 46 56 66 54 68 60 89 91 25 37 0
Route 4 : 0 14 33 36 27 28 29 64 19 88 51 81 79 9 78 97 55 75 77 80 85 98 50 0
Route 5 : 0 39 42 45 63 47 62 69 23 76 73 87 22 53 49 59 70 82 83 93 96 58 72 94 0
Route 6 : 0 65 92 30 71 61 99 90 95 0
Route 7 : 0 67 0"
r203.txt,7,2917.4268003972193,"Route 1 : 0 1 2 3 4 5 7 12 14 16 18 19 31 0
Route 2 : 0 6 79 9 10 56 55 68 35 74 13 17 71 20 0
Route 3 : 0 11 15 23 67 40 8 22 41 66 24 25 29 34 43 0
Route 4 : 0 33 36 39 27 62 30 76 38 87 53 49 77 21 26 32 63 70 0
Route 5 : 0 42 45 65 69 44 64 88 99 78 37 46 47 54 57 59 61 72 73 75 80 83 85 28 0
Route 6 : 0 92 84 51 81 50 58 60 86 91 52 0
Route 7 : 0 90 48 82 89 93 94 95 96 97 98 0"
r204.txt,6,2563.415261105236,"Route 1 : 0 1 2 3 4 5 6 7 10 12 14 16 17 45 0
Route 2 : 0 8 9 55 74 13 19 20 24 25 29 35 33 0
Route 3 : 0 11 15 23 38 99 53 84 36 49 64 47 63 65 46 48 43 86 91 21 39 0
Route 4 : 0 92 62 69 44 67 76 79 87 66 71 30 32 34 77 78 82 22 0
Route 5 : 0 26 31 37 40 41 42 54 56 57 58 68 70 18 27 0
Route 6 : 0 72 75 61 85 59 73 80 83 88 90 93 95 96 97 98 50 51 81 28 52 60 89 94 0"
r205.txt,7,3033.788821645649,"Route 1 : 0 1 4 26 37 68 13 17 48 70 0
Route 2 : 0 2 3 7 18 41 22 57 34 10 20 54 55 35 24 25 80 77 0
Route 3 : 0 5 11 12 14 27 15 23 75 67 73 51 9 78 49 46 50 43 32 60 91 89 58 0
Route 4 : 0 33 36 39 42 45 47 29 19 88 40 85 86 6 94 56 96 97 66 74 93 0
Route 5 : 0 63 65 59 72 92 28 31 52 62 21 16 38 99 8 53 0
Route 6 : 0 83 95 69 82 98 44 64 30 71 76 61 79 87 84 0
Route 7 : 0 90 81 0"
r206.txt,6,2669.618123136458,"Route 1 : 0 1 2 3 4 5 7 20 66 32 12 13 17 48 31 0
Route 2 : 0 6 16 19 88 51 18 8 84 49 46 10 56 54 55 35 24 25 21 26 0
Route 3 : 0 11 14 15 27 28 23 71 99 40 22 41 57 43 97 68 74 60 34 85 89 91 37 59 0
Route 4 : 0 33 63 65 36 39 29 64 30 73 86 53 50 77 80 72 75 52 70 82 83 58 0
Route 5 : 0 45 47 92 42 62 69 38 44 61 67 76 79 81 90 9 78 93 96 98 94 95 0
Route 6 : 0 87 0"
r207.txt,6,2911.997513384888,"Route 1 : 0 1 2 3 4 5 7 12 55 13 14 16 17 18 19 0
Route 2 : 0 6 44 38 8 9 22 10 56 66 35 74 25 34 24 0
Route 3 : 0 11 15 23 39 62 64 30 76 40 87 41 53 84 49 68 71 20 32 43 63 31 0
Route 4 : 0 33 36 65 27 42 69 67 88 99 78 79 75 86 21 37 46 47 48 57 59 60 26 28 0
Route 5 : 0 45 92 29 51 54 81 50 52 61 70 72 73 77 80 82 83 85 58 0
Route 6 : 0 90 89 91 93 94 95 96 97 98 0"
r208.txt,5,2909.504055338314,"Route 1 : 0 1 2 3 4 5 6 7 10 12 13 14 16 17 19 47 0
Route 2 : 0 8 9 38 53 84 55 65 74 35 24 25 20 30 0
Route 3 : 0 15 23 62 69 11 44 67 79 87 64 66 36 46 49 63 86 21 22 26 27 0
Route 4 : 0 92 76 99 71 29 32 33 34 45 78 81 90 37 39 41 42 43 56 18 31 0
Route 5 : 0 48 57 61 68 72 75 85 91 93 97 98 51 70 59 60 82 83 88 95 96 28 40 50 52 54 58 73 77 80 89 94 0"
r209.txt,7,2713.1508167185784,"Route 1 : 0 1 50 10 37 4 56 13 17 35 0
Route 2 : 0 2 3 67 22 42 6 41 96 54 32 66 24 55 25 74 0
Route 3 : 0 5 7 11 63 71 18 30 51 90 49 8 84 45 46 20 39 68 48 60 70 58 0
Route 4 : 0 28 95 29 31 72 83 98 21 75 12 14 44 86 85 38 57 27 9 36 91 93 80 77 89 0
Route 5 : 0 47 52 82 16 61 59 19 73 81 76 23 15 99 53 33 34 78 26 43 0
Route 6 : 0 87 64 94 40 62 92 97 0
Route 7 : 0 69 88 65 79 0"
r210.txt,5,2753.0369109688227,"Route 1 : 0 1 2 3 64 30 88 4 12 55 74 68 35 34 24 26 77 80 0
Route 2 : 0 92 65 11 15 23 39 76 99 6 87 28 71 63 51 90 7 10 31 66 20 13 43 5 17 48 89 0
Route 3 : 0 27 33 36 42 45 62 44 38 79 8 16 41 86 14 57 85 56 95 97 83 50 72 25 0
Route 4 : 0 69 67 9 29 40 53 19 18 47 21 75 98 46 54 32 37 59 58 0
Route 5 : 0 22 73 84 61 78 81 49 52 82 94 70 96 60 91 93 0"
r211.txt,5,2868.1105562897255,"Route 1 : 0 1 2 15 38 5 22 41 14 4 97 26 43 13 17 48 0
Route 2 : 0 11 12 21 23 29 30 31 44 52 62 64 65 7 19 18 36 8 84 6 3 10 20 37 35 70 0
Route 3 : 0 82 98 16 61 75 95 28 69 71 76 27 33 88 42 67 40 51 9 57 34 50 54 56 55 24 25 58 0
Route 4 : 0 73 83 87 92 45 63 47 81 99 72 79 90 46 66 96 32 68 74 0
Route 5 : 0 39 53 85 86 94 49 59 78 60 91 93 89 77 80 0"
